ACTIVE_ROLE,ACTIVE_SECONDARY_ROLES,ACTIVE_DATABASE,ACTIVE_SCHEMA
PEOPLE_ANALYTICS_DEVELOPER,"{""roles"":""FULFILLMENT_OPTIMIZATION_DEVELOPER,OTH_USER,DBT_DEMO_DEVELOPER"",""value"":""ALL""}",EDLDB,PEOPLE_ANALYTICS_SANDBOX
